EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY
NSE,D,51413,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 58900 PUT,OP,NA,35,12/30/2025,58900,PE,5,M,N,N,N,NA
NSE,D,51414,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59000 CALL,OP,NA,35,12/30/2025,59000,CE,5,M,N,N,N,NA
NSE,D,51415,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59000 PUT,OP,NA,35,12/30/2025,59000,PE,5,M,N,N,N,NA
NSE,D,51416,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59100 CALL,OP,NA,35,12/30/2025,59100,CE,5,M,N,N,N,NA
NSE,D,51417,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59100 PUT,OP,NA,35,12/30/2025,59100,PE,5,M,N,N,N,NA
NSE,D,51420,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59200 CALL,OP,NA,35,12/30/2025,59200,CE,5,M,N,N,N,NA
NSE,D,51421,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59200 PUT,OP,NA,35,12/30/2025,59200,PE,5,M,N,N,N,NA
NSE,D,51439,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59300 CALL,OP,NA,35,12/30/2025,59300,CE,5,M,N,N,N,NA
NSE,D,51440,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59300 PUT,OP,NA,35,12/30/2025,59300,PE,5,M,N,N,N,NA
NSE,D,51460,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59400 CALL,OP,NA,35,12/30/2025,59400,CE,5,M,N,N,N,NA
NSE,D,51461,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59400 PUT,OP,NA,35,12/30/2025,59400,PE,5,M,N,N,N,NA
NSE,D,51475,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59500 CALL,OP,NA,35,12/30/2025,59500,CE,5,M,N,N,N,NA
NSE,D,51476,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59500 PUT,OP,NA,35,12/30/2025,59500,PE,5,M,N,N,N,NA
NSE,D,51493,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59600 CALL,OP,NA,35,12/30/2025,59600,CE,5,M,N,N,N,NA
NSE,D,51498,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59600 PUT,OP,NA,35,12/30/2025,59600,PE,5,M,N,N,N,NA
NSE,D,51499,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59700 CALL,OP,NA,35,12/30/2025,59700,CE,5,M,N,N,N,NA
NSE,D,51500,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59700 PUT,OP,NA,35,12/30/2025,59700,PE,5,M,N,N,N,NA
NSE,D,51501,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59800 CALL,OP,NA,35,12/30/2025,59800,CE,5,M,N,N,N,NA
NSE,D,51502,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59800 PUT,OP,NA,35,12/30/2025,59800,PE,5,M,N,N,N,NA
NSE,D,51507,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59900 CALL,OP,NA,35,12/30/2025,59900,CE,5,M,N,N,N,NA
NSE,D,51510,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 59900 PUT,OP,NA,35,12/30/2025,59900,PE,5,M,N,N,N,NA
NSE,D,51513,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60100 CALL,OP,NA,35,12/30/2025,60100,CE,5,M,N,N,N,NA
NSE,D,51514,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60100 PUT,OP,NA,35,12/30/2025,60100,PE,5,M,N,N,N,NA
NSE,D,51523,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60200 CALL,OP,NA,35,12/30/2025,60200,CE,5,M,N,N,N,NA
NSE,D,51524,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60200 PUT,OP,NA,35,12/30/2025,60200,PE,5,M,N,N,N,NA
NSE,D,51525,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60300 CALL,OP,NA,35,12/30/2025,60300,CE,5,M,N,N,N,NA
NSE,D,51526,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60300 PUT,OP,NA,35,12/30/2025,60300,PE,5,M,N,N,N,NA
